Dougs the type of guy to use a key when he flushes the toilet,Bobby Suggs,,The Mercedes-Benz SLS AMG Roadster Is the Forgotten Mercedes Supercar
"Doug is the kind of guy who comes to a party and says to everyone: ""Come and see how my car pees on the ground!""",MKlinger,243,The 2021 Toyota Mirai Is a Futuristic Luxury Sedan
Doug is the type of guy to drink the water that comes out of the Mirai,Commander Rhino,328,The 2021 Toyota Mirai Is a Futuristic Luxury Sedan
"doug be the kind of guy to somehow shove a V into ""this"" and i really wish he would tone it back a touch",shoulderBirb,,The 2021 Toyota Mirai Is a Futuristic Luxury Sedan
"doug is the type of guy to wear an otter box phone belt clip snd say ""i connect well with african american folks""",K B,,The 2021 Toyota Mirai Is a Futuristic Luxury Sedan
Doug the type of guy that says tap tap tap tap tap when a lady undress,GenSparks,,The 2021 Toyota Mirai Is a Futuristic Luxury Sedan
Doug is the type of guy to fill up this car with a water bottle.,GamingW/Pawel,71,The 2021 Toyota Mirai Is a Futuristic Luxury Sedan
doug the type of reviewer to get his hands on one of the coolest cars ever made and talk about door locks for 10 minutes.,Green Toastr,38,"The Original 1992 Dodge Viper Was a Ridiculously Basic, Dangerous Sports Car"
Doug is the type of guy that overacts in his own videos.,Ciprian,2,"The Original 1992 Dodge Viper Was a Ridiculously Basic, Dangerous Sports Car"
Doug the type of guy to wear shorts while reviewing a car with a HUGE piece of metal strapped to each side of the car which get scalding hot as you're driving it! 😂😂😂😂😂😂,Speed Fiend,,"The Original 1992 Dodge Viper Was a Ridiculously Basic, Dangerous Sports Car"
"Doug is the type of guy that says""you too"" when someone tells him happy birthday.",Omar Badawy,102,"The Original 1992 Dodge Viper Was a Ridiculously Basic, Dangerous Sports Car"
Doug is the type of guy to buy 2 Pacificas so he can have 4 pillows,Jonas Reich,333,"The 2021 Chrysler Pacifica Pinnacle Is a Luxury Minivan for $50,000"
"Doug there’s a lever on the second row seats upper back you pull up to allow easy third row entry. 

Also, it had active noise cancellation in the cabin.",Richard,,"The 2021 Chrysler Pacifica Pinnacle Is a Luxury Minivan for $50,000"
"1:20 “Chrysler invented the mini van” 
No Doug the VW bus came first!",vwt3jeff,1,"The 2021 Chrysler Pacifica Pinnacle Is a Luxury Minivan for $50,000"
Doug the type of guy to bob his head to  elevator music.,Pak47,26,"The 2021 Chrysler Pacifica Pinnacle Is a Luxury Minivan for $50,000"
"Doug the type of guy to have a ""If the van's rockin, don't come knockin"" bumper sticker",Mike TeeVeeDub,,"The 2021 Chrysler Pacifica Pinnacle Is a Luxury Minivan for $50,000"
Dougs the type of guy who drives in a car alone with a mask on ....,Big Feese,,"The 2021 Chrysler Pacifica Pinnacle Is a Luxury Minivan for $50,000"
"Doug is the pinnacle Dad driving a minivan trying to be ""cool"" around his kids but comes across quirky.",C Swimm,98,"The 2021 Chrysler Pacifica Pinnacle Is a Luxury Minivan for $50,000"
Dougs the kind of guy to sit in the third row,Pancake Assassin,,"The 2021 Chrysler Pacifica Pinnacle Is a Luxury Minivan for $50,000"
Doug is the type of guy to pull on the center console lid which says “push”,Commander Rhino,12,"The 2021 Chrysler Pacifica Pinnacle Is a Luxury Minivan for $50,000"
"Doug is the type of guy to call a baby “it”

(10:54)",Alexandre Potvin,9,"The 2021 Chrysler Pacifica Pinnacle Is a Luxury Minivan for $50,000"
Doug is the type of guy that wears sandals at an funeral,byggar leffe,72,"The 2021 Chrysler Pacifica Pinnacle Is a Luxury Minivan for $50,000"
Doug is the kind of guy who checks his coolant level with a dipstick.,InceRumul,53,The BMW 750iL Was BMW's V12 Flagship Luxury Sedan From 30 Years Ago
Doug is the type of guy who still uses a Yahoo profile after 25 years.,Borbély Szabolcs,57,2021 Audi RS6 Avant vs 1994 Audi RS2 Avant: 25 Years of Fast Wagons
"13:28
Doug the type of guy to name his iPhone Douglas's iPhone.",Eric Mueser,3,2021 Audi RS6 Avant vs 1994 Audi RS2 Avant: 25 Years of Fast Wagons
Doug is the kind of guy to use text to point out which car is which in split screen view of the interiors.,BenTheRandomGuy,,2021 Audi RS6 Avant vs 1994 Audi RS2 Avant: 25 Years of Fast Wagons
Doug is the type of guy to pull his “2” and “6” license plates out of his garage collection to put on the back of an RS2 and an RS6 for a comparison video.,Driven Channel,172,2021 Audi RS6 Avant vs 1994 Audi RS2 Avant: 25 Years of Fast Wagons
Doug is the type of guy to name his iphone Douglas's iPhone @13:28,Master Oogway,1,2021 Audi RS6 Avant vs 1994 Audi RS2 Avant: 25 Years of Fast Wagons
Dough is the type of guy to compare a car with same color.,Henry Felix,10,2021 Audi RS6 Avant vs 1994 Audi RS2 Avant: 25 Years of Fast Wagons
"🏆 The Dougies 🏆
1:52  “Doug is the type of guy” award
3:22 Most Expensive car of the year award
4:12 Bargain of the year award",B-RI,3.2K,"Here Are the 2020 Doug Awards! (Best Car, Worst Car, etc.)"
I feel like the “Doug is the type of guy” award should go to the person that had the best “Doug is the type of guy” comment,Marcello Lira,472,"Here Are the 2020 Doug Awards! (Best Car, Worst Car, etc.)"
Doug is the type of guy who makes the “Doug is the type of guy award” be about cars,Nikola85ZgCRO,46,"Here Are the 2020 Doug Awards! (Best Car, Worst Car, etc.)"
"Doug is the kind of guy to put ""etc"" in the video title",Leopard 2A6,9,"Here Are the 2020 Doug Awards! (Best Car, Worst Car, etc.)"
Doug is the type of guy to give out the Doug is the type of guy award,ITUBE,3,"Here Are the 2020 Doug Awards! (Best Car, Worst Car, etc.)"
"I wish Doug would rank the “Doug is the type of guy,” comments, then read his favorite 20 or so...  Great year Doug!",Tankhugger1000rr 00,722,"Here Are the 2020 Doug Awards! (Best Car, Worst Car, etc.)"
"Doug the type of guy to call up car brands and say ""guys collect your doug awards from my garage""",Karla,3,"Here Are the 2020 Doug Awards! (Best Car, Worst Car, etc.)"
"Doug the type of guy... to say 
""Video did not do that well, haha""
...when the it actually got 1,000,000 views 😅",Youtuber NoUser,6,"Here Are the 2020 Doug Awards! (Best Car, Worst Car, etc.)"
"B-RI
 - 6 hours ago (edited): 🏆 The Dougies 🏆
01:52 Doug is the type of guy award

03:22 Most Expensive car of the year award

04:12 Bargain of the year award",Hans Stok / NIPPER Amsterdam NL,6,"Here Are the 2020 Doug Awards! (Best Car, Worst Car, etc.)"
"Doug the type of guy that ( apparently ) doesn't understand that his viewers ( and commenters ) want an award for the best ""Doug the type of guy"" comment.",SALESPRODUCTIONS,2,"Here Are the 2020 Doug Awards! (Best Car, Worst Car, etc.)"
Doug is the type of guy to wear one t-shirt in the winter and two t-shirts in the summer,greeniz,2,"Here Are the 2020 Doug Awards! (Best Car, Worst Car, etc.)"
Doug is the type of guy to give his wife diffrent awards at the end of the year.,Sebastian Christenson,2,"Here Are the 2020 Doug Awards! (Best Car, Worst Car, etc.)"
Doug is the type of guy to give a type of guy award...,Dancrept,2,"Here Are the 2020 Doug Awards! (Best Car, Worst Car, etc.)"
Doug is the type of guy who gives an award for doug is the type of guy joke,sankar Almighty,707,"Here Are the 2020 Doug Awards! (Best Car, Worst Car, etc.)"
Doug the type of guy that puts a towel down on his Audi - so his laptop doesn't scratch the paint . . . .,SALESPRODUCTIONS,1,"Here Are the 2020 Doug Awards! (Best Car, Worst Car, etc.)"
Doug is the kind of guy to not answer the one question on everyone’s mind: how did this dude bring one of these into the States and get it registered successfully in the People’s Republic of California of all places.,Kishan Dwarakanath,98,The Mercedes CLS63 AMG Shooting Brake Is the Coolest Unknown Wagon
"I miss the old Doug comments.

The best one was: “Doug the kind of guy to slap his own ads during sex”.",Lucas' Account,48,The Mercedes CLS63 AMG Shooting Brake Is the Coolest Unknown Wagon
"Doug, the type of guy to dress up as ""himself"" for Halloween.",wtcopper.exe,182,The Bugatti Veyron Vitesse Is the Ultimate $2.5 Million Veyron
Doug the type of guy to give us a Bugatti  review for Christmas and I’m the type of guy to say thanks Doug .....,jason beaugrand,2,The Bugatti Veyron Vitesse Is the Ultimate $2.5 Million Veyron
"Doug is the kind of guy that uses the phrase ""when I was young"" when he is still young.",Dude,53,The Bugatti Veyron Vitesse Is the Ultimate $2.5 Million Veyron
doug is the type of guy to wake up everyone and tell them he’s sleeping,Slaxtz-,2,The Bugatti Veyron Vitesse Is the Ultimate $2.5 Million Veyron
"Doug, the type of guy that says ""show me your quirks and features"" when he meets someone.",Alex200344,4,The Bugatti Veyron Vitesse Is the Ultimate $2.5 Million Veyron
Doug is the kinda guy to say he’s 6’2” one day and 6’4” the next,Quinn Scott,8,"The 2021 Ford Mustang Mach-E Is the Fast, Electric Mustang SUV"
Doug’s the type of guy to put his profile on someone else’s mach E,Markos Verdhi,439,"The 2021 Ford Mustang Mach-E Is the Fast, Electric Mustang SUV"
Doug the type of guy to still grow taller in his early 30s,mo-e Sa,199,"The 2021 Ford Mustang Mach-E Is the Fast, Electric Mustang SUV"
Doug is the type of guy to wear jean shorts in a swimming pool,,34,"The 2021 Ford Mustang Mach-E Is the Fast, Electric Mustang SUV"
"Doug the type of guy to be a grower 
Last year he was 6'2"" 6'3""
Now he's 6'4""",AJLower-SanDiegoHomeBuys-com.,227,"The 2021 Ford Mustang Mach-E Is the Fast, Electric Mustang SUV"
Doug the type of guy to wear free handout shirts from 4 years ago,Dariune,278,"The 2021 Ford Mustang Mach-E Is the Fast, Electric Mustang SUV"
Doug is the best car reviewer on YouTube and anywhere else,Kevin Wong,,"The 2021 Ford Mustang Mach-E Is the Fast, Electric Mustang SUV"
"Doug DeMuro, the type of guy to give his über driver's car a doug score",Ben Dover,82,"The 2021 Ford Mustang Mach-E Is the Fast, Electric Mustang SUV"
34:06 Doug the type of guy to sound like a blow off valve when accelerating 😂,onni borg,7,The Bugatti Divo Is the $8 Million Ultimate Hypercar
Doug the type of guy to bring his own menu to a restaurant,Mean Productions,288,The Bugatti Divo Is the $8 Million Ultimate Hypercar
Doug the type of guy that pulls over to sneeze,O A,191,The Bugatti Divo Is the $8 Million Ultimate Hypercar
"Doug is the type of guy to use the term ""easter egg"" incorrectly.",ibrennan,62,The 2021 Ford Bronco Sport Is an Awesome Baby Bronco
Doug's the type of guy to fall in the shower and grab the water for support,Muhammad Huzaim Malik,68,The 2021 Ford Bronco Sport Is an Awesome Baby Bronco
Doug’s the type of guy to say “you too” when the waiter says enjoy your food,Bobby Vionis,416,The 2021 Ford Bronco Sport Is an Awesome Baby Bronco
Doug is the kind of person that hides his own Easter eggs and still gets excited when he finds them,Daniel Nielsen,174,The 2021 Ford Bronco Sport Is an Awesome Baby Bronco
Doug is the type of guy to say see you next year when he sees someone before new years,Aidan Whalen,,The 2021 Ford Bronco Sport Is an Awesome Baby Bronco
"Doug, the type of guy to say “Jumping Bronco” while pointing at a picture of a “Bucking Bronco”.",mpgxsvcd,273,The 2021 Ford Bronco Sport Is an Awesome Baby Bronco
Seems the Ford PR guys have finally seen that Doug is the right way to get a car review out there? Hopefully other manufacturers will follow,F,91,The 2021 Ford Bronco Sport Is an Awesome Baby Bronco
"Doug's the type of guy that calls a buckin' Bronco a ""jumping Bronco""",Thelolzyone,53,The 2021 Ford Bronco Sport Is an Awesome Baby Bronco
"Doug is the type of guy to say ""shoot"" whenever he brakes",LordTechPro,2,The Aston Martin Vanquish Zagato Shooting Brake Is a $1 Million Hot Hatchback
Doug is there anyway you can do the 812 Superfast N-Largo,Stephen Jones,,The Aston Martin Vanquish Zagato Shooting Brake Is a $1 Million Hot Hatchback
Doug is the type of guy to show the salesman around the car,Josef Finklèmatter,974,I Bought an Audi RS2 Avant – The Coolest Fast Wagon Ever!
Doug is the type of guy to buy car so rare that even the dealers that sell that brand don't know about the existence of that car.,Rene Roost,109,I Bought an Audi RS2 Avant – The Coolest Fast Wagon Ever!
Doug is the type of guy to get rug burns on his knees from playing hot wheels too aggressively 😂,Chris G.,200,I Bought an Audi RS2 Avant – The Coolest Fast Wagon Ever!
Doug the kind of guy to say “pretty boss” about owning an RS2 Avant,metaldroid85,118,I Bought an Audi RS2 Avant – The Coolest Fast Wagon Ever!
Doug is the type of guy to review a car created by the gods and rate it a 6/10😭🤣,Shawn B.,1,"The 2021 Ram TRX Is an Insane 700-Horsepower, $90,000 Hellcat Pickup Truck"
Doug the type of guy to swear at a car to make it go faster 😂 😆🤣😂🤣😂🤣😂🤣😆,Aka Patrick,1,"The 2021 Ram TRX Is an Insane 700-Horsepower, $90,000 Hellcat Pickup Truck"
"Doug, the kinda guy who says ""The enviroment is great"" while driving around in an 8 mpg 700hp Pickup Truck...",Kuchen Wesen,77,"The 2021 Ram TRX Is an Insane 700-Horsepower, $90,000 Hellcat Pickup Truck"
Doug the type of guy to look like jay Leno !,Full Rez Photo,,"The 2021 Ram TRX Is an Insane 700-Horsepower, $90,000 Hellcat Pickup Truck"
"Early 2020 Doug jokes: Doug is the type of guy to…
Late 2020 Doug jokes: cars and bids",BlockyNoobs,155,"The 2021 Ram TRX Is an Insane 700-Horsepower, $90,000 Hellcat Pickup Truck"
Doug the charger at the top of the dash is in every ram that has the 12' touch screen and the calculations are in every rebel.,John3yflame,,"The 2021 Ram TRX Is an Insane 700-Horsepower, $90,000 Hellcat Pickup Truck"
doug the type of guy to wake everyone up to tell he is going to sleep,Evin Ruben,118,"The 2021 Ram TRX Is an Insane 700-Horsepower, $90,000 Hellcat Pickup Truck"
Doug the type of guy to inspect his poo after taking a dump and give it a Doug score,HH Hydra,42,The 2021 Ford F-150 Is Totally New and Really Impressive
"Doug, the type of guy to caress the interior materials to express how “beautiful” they are.",Dimitri K,48,The 2021 Ford F-150 Is Totally New and Really Impressive
Doug the kind of guy to think people use a half-ton pickup with a gooseneck trailer,Chris Carver,75,The 2021 Ford F-150 Is Totally New and Really Impressive
Doug's the kind of guy who asked the stripper how her day was,Shane Mathews,204,The 2021 Ford F-150 Is Totally New and Really Impressive
Doug is the type of guy who does laundry in the back of a 2021 F-150 pickup.,talldude123,29,The 2021 Ford F-150 Is Totally New and Really Impressive
Doug the type of guy who knows how to wiggle his tongue around.,Cory T,,The 2021 Ford F-150 Is Totally New and Really Impressive
Doug is the type of guy who puts a lot of dedication and hard work into launching a new bidding website and then makes fun of its name at every intro of his videos,arad panahi,98,The 2021 Ford F-150 Is Totally New and Really Impressive
Doug the type of guy to twist his ankle whilst reviewing running boards....,jason beaugrand,96,The 2021 Ford F-150 Is Totally New and Really Impressive
"Doug: the kind of guy who calls the Ford dealership and says, ""My head is stuck in the little window again.""",Richard Gmail,16,The 2021 Ford F-150 Is Totally New and Really Impressive
Doug is the type of guy to say “WOW” at a magic show.,Jayson Simoes,84,"The 2021 Audi RS7 Is a $120,000 Luxury Monster"
"doug the type of guy to have three different height settings - 6'2 6'3 6'4, depending on how many layers of socks he has on",Liviu XSA,569,"The 2021 Audi RS7 Is a $120,000 Luxury Monster"
Doug is the type of guy to bring food from home to a restaurant,Chef Snuggles,5,"The 2021 Audi RS7 Is a $120,000 Luxury Monster"
Doug is the type of guy who hugs people from the back,TheWORLDisMine77,441,"The 2021 Audi RS7 Is a $120,000 Luxury Monster"
Doug is the type of guy to tell his son to turn down his Acoustic Drum Kit.,Metallica Fan!,17,"The 2021 Audi RS7 Is a $120,000 Luxury Monster"
"Doug, the type of guy to read car manuals as bed time stories to his kid",Ekow Bentil,456,"The 2021 Audi RS7 Is a $120,000 Luxury Monster"
Doug is the typa guy to eat cereal with a fork to save the milk for the next morning,P. Thomas,134,"The 2021 Audi RS7 Is a $120,000 Luxury Monster"
"I’m so early that there are no “Doug the type of guy” comments, it feels weird.",Recenzii Pe Bune,601,"The 2021 Audi RS7 Is a $120,000 Luxury Monster"
Doug the type of guy to still think that cars and bids is a new website,pollo,91,"The 2021 Audi RS7 Is a $120,000 Luxury Monster"
"Doug is the type of guy to say ""Alright, drivin' the...""to himself every time gets into a car to drive it.",Nate Nizz,12,"The 2021 Audi RS7 Is a $120,000 Luxury Monster"
doug the kinda guy to be over 30 and not decide what height he is yet,Leo Kharmats,62,"The 2021 Audi RS7 Is a $120,000 Luxury Monster"
Doug the type of guy who farts in an uber and tell the driver thhhhhhhhis is my fart,fireman 911,,"The 2021 Audi RS7 Is a $120,000 Luxury Monster"
Doug - the type of guy to say “thank you” to an automatic door,Mark Morrissey,31,"The 2021 Audi RS7 Is a $120,000 Luxury Monster"
Doug is the type of guy to start rapping and call himself 2 Shirtz,juan the chicken,18,"The 2021 Audi RS7 Is a $120,000 Luxury Monster"
Doug is the type of guy to say goodnight to his sleep paralysis demon,dank _qipilaf,32,"The 2021 Audi RS7 Is a $120,000 Luxury Monster"
Doug's the type of guy to go to a heavy metal concert and take notes.,A Cup of Jo and Tea,32,"The 2021 Audi RS7 Is a $120,000 Luxury Monster"
"Doug, the type of guy to avoid researching the cars he reviews before making videos.",Aviation Direction,,"The 2021 Audi RS7 Is a $120,000 Luxury Monster"
"Doug, the type of guy to drive a 590hp car without flooring or revving it",Kjellve,49,"The 2021 Audi RS7 Is a $120,000 Luxury Monster"
Doug the type of guy to laugh when it rains,M S,,"The 2021 Audi RS7 Is a $120,000 Luxury Monster"
Doug is the type of guy to vaccume his lawn,Jarrod,52,"The 2021 Audi RS7 Is a $120,000 Luxury Monster"
doug is the type of guy to keep the temperature at 69 degrees 6:32,mozat,,"The 2021 Audi RS7 Is a $120,000 Luxury Monster"
Doug the type of guy who'll wake you up to tell you he's going to sleep.,Sayed Ahmed,,"The 2021 Audi RS7 Is a $120,000 Luxury Monster"
Doug's the type of guy who dresses like a level 5 GTA Online character,Paulie Gualtieri,730,Here’s Why the 2021 Genesis GV80 Is a Serious Luxury SUV Contender
Doug is the type of guy to make his own ‘Doug is the type of guy'  joke and laugh at it and give it a Doug score,A Friendly Seal pup,218,Here’s Why the 2021 Genesis GV80 Is a Serious Luxury SUV Contender
doug is the type of guy to wake everyone up at night to say hes going to sleep,P_enta,292,Here’s Why the 2021 Genesis GV80 Is a Serious Luxury SUV Contender
Dougs the type of guy to say no offense after giving a compliment,Robloxian Dino,240,Here’s Why the 2021 Genesis GV80 Is a Serious Luxury SUV Contender
"Doug, the type of guy to go to a swingers party just to see what everyone’s driving",Cole s,171,Here’s Why the 2021 Genesis GV80 Is a Serious Luxury SUV Contender
Doug is the type of guy to make a very enjoyable car review channel that entertains millions of people multiple times per week,Ya_boi_Paulie,48,Here’s Why the 2021 Genesis GV80 Is a Serious Luxury SUV Contender
Doug is the type of guy to actually listen to Hyundai's Sounds of Nature while driving,mrmojorisingii,28,Here’s Why the 2021 Genesis GV80 Is a Serious Luxury SUV Contender
Doug the type of guy to talk about cars and bids in a emergency meeting.,Galactico 999,69,Here’s Why the 2021 Genesis GV80 Is a Serious Luxury SUV Contender
Doug the type of guy to layer hoodies in the winter instead of wearing a jacket,Potato,95,Here’s Why the 2021 Genesis GV80 Is a Serious Luxury SUV Contender
Doug the only guy in the world who gets excited talking about turn signals.,Airforce One,1,Here’s Why the 2021 Genesis GV80 Is a Serious Luxury SUV Contender
"3:30
Imagine people seeing a man in the distance shouting and waving his hands while his car moves slowly back and forth,

Pretty sure Doug is the first thing that comes to their mind 😂",yo yo,13,Here’s Why the 2021 Genesis GV80 Is a Serious Luxury SUV Contender
Doug is the type of guy to be run over by the suv he’s testing,Alex Martinez,35,Here’s Why the 2021 Genesis GV80 Is a Serious Luxury SUV Contender
Doug the type of guy to read his kids the owners manual as a bedtime story.,Jared Champagne,248,Here’s Why the 2021 Genesis GV80 Is a Serious Luxury SUV Contender
Doug's the type of guy who locks his keys in his motorcycle,Riptiide,54,Here’s Why the 2021 Genesis GV80 Is a Serious Luxury SUV Contender
"Doug is the type of guy to watch Vanna White on Wheel of Fortune, to get hand gesture tips for announcing...
👐🎩 Cars & Bids 🎩👐",Evan Turnau,,Here’s Why the 2021 Genesis GV80 Is a Serious Luxury SUV Contender
Doug is the type of guy to sell his Kia Stinger on his auction website called Cars and Bids.,VenomPlaysRB,24,Here’s Why the 2021 Genesis GV80 Is a Serious Luxury SUV Contender
Doug is the kind of guy who wears a size M t-shirt over a size L undershirt.,Arthur M.,1,Here’s Why the 2021 Genesis GV80 Is a Serious Luxury SUV Contender
Doug is the type of guy to drug someone to give them a hug,Akari Akaza,8,The 2021 BMW M440i Is the New Big-Nosed BMW Coupe
Doug is the type of guy that would lick his finger before turning a page on his ipad,Nick Schneiderman,79,The 2021 BMW M440i Is the New Big-Nosed BMW Coupe
Doug the type of guy to bring bbq supplies for his M440i grill,River,221,The 2021 BMW M440i Is the New Big-Nosed BMW Coupe
@11:34 cause the type of guy that drives a BMW 3-Series or 4-series is also the type of guy to cheat on his wife 🤷🏼‍♂️,Adam Christopher,,The 2021 BMW M440i Is the New Big-Nosed BMW Coupe
Doug is the type of guy to name his child after a Land Rover.,Rubber Band Man Destruction,103,The 2021 BMW M440i Is the New Big-Nosed BMW Coupe
Doug the type of guy to use yahoo,Zunair Sharif,1,The 2021 BMW M440i Is the New Big-Nosed BMW Coupe
Doug the type of guy to wear shorts to a wedding,,47,The 2021 BMW M440i Is the New Big-Nosed BMW Coupe
Doug the type of guy to make his only passenger sit in the center seat,AA BB,1K,I Bought a New 2020 Land Rover Defender! (And Here's Why)
Doug is the type of guy that buys endless money pits.,Geo,48,I Bought a New 2020 Land Rover Defender! (And Here's Why)
Doug is the type of guy to sell his Kia Stinger and then ask for it back to go over the quirks and features,Sealab Verticle,13,I Bought a New 2020 Land Rover Defender! (And Here's Why)
Doug is the type of guy to upload while in the shower.,,1.3K,I Bought a New 2020 Land Rover Defender! (And Here's Why)
Doug the type of guy to wake everyone up to tell them he’s going to bed,Xantteboy,1.5K,I Bought a New 2020 Land Rover Defender! (And Here's Why)
"doug the type of guy to spend $1,500 on an integrated air compressor to reinflate his tires.
Me: <spends $40 on a Kobalt at Lowes>",Sig Bauer,7,I Bought a New 2020 Land Rover Defender! (And Here's Why)
22:36 Doug is the type of guy who shares a Range Rover,mr_ctrl_x,1,I Bought a New 2020 Land Rover Defender! (And Here's Why)
Doug the type of guy to name his 3rd channel Even More Doug Demuro,Jon Graham,380,I Bought a New 2020 Land Rover Defender! (And Here's Why)
Doug the type of guy to take delivery of his new car in shorts and t shirt.,ben dover,1,I Bought a New 2020 Land Rover Defender! (And Here's Why)
Doug is the kind of guy who makes a youtube video to justify to his wife he spent 73 grand on a new car...,satmyhat,335,I Bought a New 2020 Land Rover Defender! (And Here's Why)
"Doug, the type of guy who goes to bathroom if he wants to fart",Michał S,171,I Bought a New 2020 Land Rover Defender! (And Here's Why)
"Doug's the kind of guy to email himself to say ""Hey, I have a brand new Land Rover Defender SoCal you can drive."" and then reply to it, and then set up a meeting point, and then make this video. And then send himself a thank-you card.",Dan Hartness,,I Bought a New 2020 Land Rover Defender! (And Here's Why)
